65326722,37.794527,-122.411364;65326716,37.795413,-122.4115538;99.75019410697804;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.3236213357018,0.0,0.0,0.0,0.0,0.0,1450.889364000832,0.0,4038.481608521237,0.0,0.0,29.557721275133282,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0;1.0,4.9E-324,2.0,1.0,4.9E-324,3.0,1.0,2.0,1.0,2.0,1.0,4.9E-324,1.0,2.0,4.9E-324,4.9E-324,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0;14
65312616,37.8013989,-122.4016285;65336496,37.8009234,-122.4015375;53.382060982945866;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5666.369766119883,0.0,2859.9441002792514,0.0,4204.1892807201275,0.0,2026.4286941864555,0.0,0.0,1847.358271545717,3698.7241995373147,20085.199116947813,3164.081628752601,2000.3679118048651,3067.869431988917;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0;1.0,1.0,4.9E-324,4.9E-324,1.0,4.9E-324,1.0,4.9E-324,4.0,6.0,2.0,4.0,3.0,7.0,5.0,4.0,4.9E-324,1.0,6.0,8.0,3.0,4.9E-324,1.0,4.9E-324;7
65324940,37.7616442,-122.4120554;65324938,37.7617041,-122.4110931;85.05421714259658;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,1.0,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,1.0,4.9E-324;12
65313342,37.7689732,-122.4433593;65298329,37.7675451,-122.4438727;164.8359976420361;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324;23
1901927747,37.7865096,-122.4097581;65317945,37.7862181,-122.4097011;32.74156800194406;0.0,4499.4768822943215,0.0,0.0,1952.299993871371,7194.765271419951,6753.590732010053,0.0,7976.4992105320325,322.2466829888693,734.083122796784,1892.2731744115124,3693.2215558454004,1101.0521766327083,4853.767900933408,0.0,544.6971610786684,579.249336249057,0.0,4172.483681159857,642.7298625517237,4086.6947893817987,1597.2324049787653,0.0;0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0;10.0,9.0,6.0,1.0,7.0,4.0,16.0,20.0,15.0,6.0,4.0,17.0,24.0,19.0,11.0,7.0,10.0,6.0,14.0,7.0,14.0,16.0,4.0,12.0;4
65292700,37.775787,-122.427819;65292701,37.7762532,-122.4279139;52.415659404780406;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;4.9E-324,4.9E-324,4.9E-324,4.9E-324,1.0,1.0,4.9E-324,2.0,4.9E-324,4.9E-324,1.0,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,1.0,1.0,2.0;7
259138841,37.7759291,-122.4380376;65301522,37.775714,-122.439657;144.65159731459886;0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.8405169587051,1961.3677136340436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;1.0,1.0,1.0,4.9E-324,4.9E-324,4.9E-324,1.0,1.0,1.0,4.9E-324,4.9E-324,1.0,4.9E-324,2.0,4.9E-324,4.9E-324,2.0,5.0,10.0,2.0,1.0,1.0,4.9E-324,2.0;20
65303574,37.785876,-122.434918;65303577,37.785668,-122.436557;146.2093463605931;0.0,0.0,0.0,0.0,0.0,0.0,0.0,3451.3035178777336,0.0,2398.8993558542397,0.0,0.0,1216.6652646105122,2578.0752005537934,0.0,0.0,0.0,648.315922099083,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0;1.0,4.9E-324,4.9E-324,1.0,4.9E-324,4.9E-324,1.0,4.0,3.0,1.0,1.0,1.0,4.9E-324,4.0,1.0,3.0,1.0,4.9E-324,2.0,2.0,4.9E-324,4.9E-324,2.0,4.9E-324;21
581047249,37.7643025,-122.4331078;1723589006,37.7644081,-122.4331173;11.750610445959174;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324;1
65324916,37.762521,-122.397495;65293482,37.7612435,-122.3973721;142.20519729255435;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.3682972009365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;1.0,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,1.0,4.9E-324,4.9E-324,4.9E-324,4.9E-324;20
265506642,37.7975723,-122.3996393;65327381,37.7969319,-122.399511;71.97227928670245;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.1732723351696,882.9007699090782,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0;1.0,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,2.0,4.9E-324,3.0,3.0,4.0,4.0,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,2.0,3.0,4.9E-324,1.0,1.0,1.0;10
2101121555,37.7761256,-122.3940664;666571224,37.7761888,-122.3939857;9.987599482731394;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3539.654620917376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;1.0,4.9E-324,4.9E-324,4.9E-324,1.0,4.9E-324,4.9E-324,4.9E-324,4.9E-324,1.0,4.9E-324,4.9E-324,1.0,1.0,2.0,1.0,3.0,4.9E-324,2.0,4.9E-324,4.9E-324,2.0,4.9E-324,3.0;1
267294252,37.780341,-122.4180589;2908408448,37.7804744,-122.4171212;83.92195296814482;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2487.3345084733314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;1.0,1.0,4.9E-324,1.0,1.0,4.9E-324,4.9E-324,1.0,4.0,4.9E-324,2.0,4.9E-324,5.0,2.0,2.0,2.0,6.0,4.9E-324,1.0,3.0,2.0,1.0,4.9E-324,4.9E-324;12
65325363,37.777723,-122.416401;65354417,37.7786552,-122.4165794;104.6538406239095;1443.4171395691976,0.0,0.0,0.0,0.0,1832.5802491318336,0.0,0.0,0.0,2572.954031850912,9654.554739061183,4323.94396510108,0.0,0.0,0.0,3266.9356932721676,1501.7120241263808,2502.0194420631947,0.0,2741.4013634886987,1619.2951414640643,628.9120751462347,3657.364258998114,0.0;1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0;6.0,2.0,1.0,2.0,5.0,4.0,7.0,7.0,4.0,5.0,4.0,8.0,6.0,10.0,4.0,2.0,6.0,7.0,2.0,4.0,10.0,3.0,4.0,3.0;15
65290200,37.7847646,-122.3914267;65290189,37.7856059,-122.3905489;121.23691164501761;0.0,0.0,0.0,0.0,0.0,222.2461584393634,0.0,0.0,319.58903340256234,3121.460813014063,0.0,4602.968126261255,0.0,6569.318448993176,2061.6001829671686,3366.8025233834405,0.0,0.0,0.0,0.0,4265.745642973342,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0;4.9E-324,4.9E-324,1.0,1.0,4.9E-324,1.0,5.0,3.0,2.0,1.0,3.0,1.0,4.9E-324,4.9E-324,2.0,3.0,4.9E-324,4.9E-324,1.0,2.0,4.9E-324,4.9E-324,4.9E-324,4.9E-324;17
65322716,37.7978118,-122.4373262;65322718,37.7976031,-122.438968;146.44220808533376;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2971.8442888196514,4694.544309048497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4080.9545341878043,4163.396302103564,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0;4.9E-324,1.0,2.0,4.9E-324,4.9E-324,4.9E-324,4.0,1.0,4.9E-324,2.0,1.0,4.9E-324,4.9E-324,1.0,4.9E-324,1.0,1.0,4.9E-324,2.0,4.9E-324,3.0,3.0,2.0,3.0;21
65288752,37.773281,-122.419882;65355479,37.773063,-122.419607;34.24125110092265;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;4.9E-324,1.0,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324,4.9E-324;4
